marka,motor_kodu,uretim_yillari,hacim_cc,guc_hp,tork_nm,yakit_tipi,silindir_konf,silindir_sayisi,blok_malzemesi,turbo,kompresyon_orani,tavsiye_edilen_yag,yag_kapasitesi_l,motor_omru_km,agirlik_kg,euro_standardi
Mercedes - Benz,M113 E43,1997-2005,4266.0,,,Benzin,,,,Bilinmiyor,10.0,0w-30 / 0w-40 / 5w-30 / 5w-40 / 5w-50 / 10w-40 / 10w-50 / 15w-40 / 15w-50,8.0,,,euro 4
Mercedes - Benz,M103 E30,1985-1993,2962.0,185.0,,Benzin,,,,Bilinmiyor,,0w-30 / 0w-40 / 5w-30 / 5w-40 / 5w-50 / 10w-40 / 10w-50 / 15w-40 / 15w-50,6.5,,,—
Mercedes - Benz,M104 E28,1992-1998,2799.0,,,Benzin,,,,Bilinmiyor,,0w-30 / 0w-40 / 5w-30 / 5w-40 / 5w-50 / 10w-40 / 10w-50 / 15w-40 / 15w-50,7.5,,,—
Mercedes - Benz,M104 E30,1989-1993,2960.0,,,Benzin,,,,Bilinmiyor,10.0,0w-30 / 0w-40 / 5w-30 / 5w-40 / 5w-50 / 10w-40 / 10w-50 / 15w-40 / 15w-50,7.5,,,—
Mercedes - Benz,M111 E18,1993-2000,1799.0,122.0,,Benzin,,,,Bilinmiyor,9.8,0w-30 / 0w-40 / 5w-30 / 5w-40 / 10w-40 / 15w-40,5.5,,,euro 3
Mercedes - Benz,M112 E24,1997-2000,2398.0,170.0,,Benzin,,,,Bilinmiyor,10.0,0w-30 / 0w-40 / 5w-30 / 5w-40 / 5w-50 / 10w-40 / 10w-50 / 15w-40 / 15w-50,8.0,,,euro 3
Mercedes - Benz,M111 E20/E20 ML,1992-2004,1998.0,,,Benzin,,,,Bilinmiyor,,0w-30 / 0w-40 / 5w-30 / 5w-40 / 10w-40 / 15w-40,,,,
Mercedes - Benz,M119 E42,1991-1998,4196.0,,,Benzin,,,,Bilinmiyor,,0w-30 / 0w-40 / 5w-30 / 5w-40 / 5w-50 / 10w-40 / 10w-50 / 15w-40 / 15w-50,8.0,,,euro 1
Mercedes - Benz,M112 E28,1997-2005,2799.0,,,Benzin,,,,Bilinmiyor,10.0,0w-30 / 0w-40 / 5w-30 / 5w-40 / 5w-50 / 10w-40 / 10w-50 / 15w-40 / 15w-50,8.0,,,euro 4
Mercedes - Benz,M111 E23/E23 ML,1995,2295.0,,,Benzin,,,,Bilinmiyor,,0w-30 / 0w-40 / 5w-30 / 5w-40 / 10w-40 / 15w-40,,,,
Mercedes - Benz,M112 E37,2002-2008,3724.0,,,Benzin,,,,Bilinmiyor,10.0,0w-30 / 0w-40 / 5w-30 / 5w-40 / 5w-50 / 10w-40 / 10w-50 / 15w-40 / 15w-50,8.0,,,euro 4
Mercedes - Benz,M112 E32,1997,3199.0,,,Benzin,,,,Bilinmiyor,10.0,0w-30 / 0w-40 / 5w-30 / 5w-40 / 5w-50 / 10w-40 / 10w-50 / 15w-40 / 15w-50,8.0,,,euro 4
Mercedes - Benz,OM639,,1493.0,81.5,,,,,,Bilinmiyor,18.0,,,,,euro 4
Mercedes - Benz,OM621,,1990.0,,,Dizel,,,,Bilinmiyor,21.0,,,,,
Mercedes - Benz,OM661,,2225.5,,,Dizel,,,,Bilinmiyor,21.0,,,,,
Mercedes - Benz,OM626,,1598.0,,,Dizel,,,,Bilinmiyor,15.7,,,,,
Toyota,1VD-FTV,since 2007,4461.0,,,Dizel,V,8.0,Dökme Demir,Bilinmiyor,16.8,"0w-30, 5w-30",10.8,500000.0,,
Toyota,1KZ,1992-2003,2982.0,,,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,21.2,"5w-30, 5w-40, 10w-30, 10w-40, 15w-40",,350000.0,,
Toyota,1KD-FTV,since 2000,2982.0,,,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,17.9,"0w-30 (since 10.2010), 5w-30, 10w-30, 15w-40, 20w-50",7.0,400000.0,260.0,euro 2/3/4
Toyota,1HZ,since 1990,4164.0,130.0,280.5,Dizel,Sıra (Inline),6.0,Dökme Demir,Hayır (Atmosferik),,,9.3,600000.0,300.0,euro 1
Toyota,1HD,1989-2007,4164.0,,,Dizel,,,,Bilinmiyor,,,,,,
Toyota,7A-FE,1993-2002,1762.0,,,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.5,5w-30 / 10w-30 / 15w-40 / 20w-50,4.2,300000.0,130.0,euro 2
Toyota,5VZ-FE,1995-2004,3378.0,190.0,298.0,Benzin,V,6.0,Dökme Demir,Hayır (Atmosferik),9.6,5w-30,5.3,400000.0,205.0,euro 1/2
Toyota,5S-FE,1989-2001,2164.0,135.0,200.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.5,"5w-30, 5w-40",4.1,500000.0,160.0,euro 2/3
Toyota,5A-FE,1988-2003,1498.0,100.0,130.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.8,"5w-30, 5w-40",3.0,300000.0,126.0,euro 2
Toyota,2NZ-FE,since 1999,1298.0,85.0,122.5,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.5,5w-30,3.7,250000.0,88.0,euro 2/3/4
Toyota,1AZ-FE,2000-2014,1998.0,143.0,192.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),9.5,"0w-30, 5w-30",4.2,400000.0,131.0,euro 3/4
Toyota,4ZZ-FE,1999-2009,1398.0,95.0,130.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.5,5w-30,3.7,200000.0,125.0,euro 2/3/4
Toyota,4S,,1838.0,,,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),,"5w-30, 5w-40",3.9,350000.0,140.0,
Toyota,4A-FE,1987-2002,1587.0,107.5,142.5,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.5,"5w-30, 5w-40",3.2,300000.0,128.0,euro 2
Toyota,3ZZ-FE,1997-2009,1598.0,110.0,150.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.5,5w-30,3.7,200000.0,128.0,euro 2/3/4
Toyota,3ZR-FE,since 2007,1986.0,145.0,195.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.0,5w-20,4.2,250000.0,123.0,euro 4/5
Toyota,3S-FE,1986-2003,1998.0,127.5,175.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Bilinmiyor,9.8,"5w-30, 5w-40",3.9,500000.0,145.0,euro 2
Toyota,3RZ-FE,1994-2004,2693.0,147.5,235.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.5,5w-30,5.4,500000.0,175.0,euro 2/3
Toyota,2TR-FE,since 2004,2693.0,,242.5,,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),,5w-20,5.5,400000.0,170.0,
Toyota,1JZ-GE,1990-2007,2492.0,,,,Sıra (Inline),6.0,Dökme Demir,Hayır (Atmosferik),,"5w-30, 5w-40",4.2,500000.0,210.0,
Toyota,1NZ-FE,since 1999,1497.0,110.0,137.5,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.5,"5w-20, 5w-30",3.7,200000.0,92.0,euro 3/4
Toyota,3UZ-FE,2000-2013,4292.0,292.5,430.0,Benzin,V,8.0,Alüminyum,Hayır (Atmosferik),10.5,"5w-30, 5w-40",5.1,500000.0,225.0,euro 3
Toyota,1G,1979-2006,1988.0,,,,,,,Bilinmiyor,,0w-30 / 5w-30 / 5w-40 / 10w-30 / 10w-40 / 10w-50 / 15w-50,4.2,300000400000.0,,up to euro 3
Toyota,1GR-FE,since 2002,3956.0,,,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),,"5w-20, 5w-30",,500000.0,166.0,
Toyota,1MZ-FE,1993-2008,2994.0,,,,V,6.0,Alüminyum,Hayır (Atmosferik),10.5,5w-30,4.7,450000.0,175.0,
Toyota,2AZ-FE,2000-2019,2362.0,157.5,220.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),9.6,"5w-20, 5w-30",4.3,350000.0,133.0,euro 3/4
Toyota,2GR-FE,since 2004,3456.0,265.0,340.0,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),10.8,"5w-20, 5w-30",6.1,400000.0,163.0,euro 4/5
Toyota,2JZ-GE,1991-2007,2997.0,222.5,292.5,,Sıra (Inline),6.0,Dökme Demir,Hayır (Atmosferik),10.5,"5w-30, 5w-40",4.5,500000.0,230.0,euro 2/3
Toyota,2AR-FE,since 2008,2494.0,175.0,230.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.4,5w-30,4.4,300000.0,141.0,euro 3/4/5
Toyota,1FZ,1984-2009,4477.0,,,Benzin,Sıra (Inline),6.0,Dökme Demir,Hayır (Atmosferik),,5w-30,7.4,400000.0,290.0,
Toyota,1UZ-FE,1989-2004,3968.0,,,Benzin,V,8.0,Alüminyum,Hayır (Atmosferik),,"5w-30, 5w-40",5.6,500000.0,220.0,
Toyota,2UZ-FE,1998-2012,4663.0,,,Benzin,V,8.0,Dökme Demir,Hayır (Atmosferik),,5w-30,6.8,500000.0,230.0,
Toyota,3VZ-FE,1991-1996,2958.0,185.0,256.0,Benzin,V,6.0,Dökme Demir,Hayır (Atmosferik),9.6,5w-30,4.3,250000.0,200.0,euro 1/2
Toyota,4GR-FSE,2003-2020,2499.0,210.0,251.5,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),12.0,"5w-20, 5w-30",6.3,400000.0,180.0,euro 4/5
Toyota,2ZR-FE,since 2006,1798.0,135.0,172.5,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.0,5w-20,4.2,250000.0,121.0,euro 4/5
Toyota,3GR-FE,2003-2017,2994.0,230.0,300.0,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),10.5,5w-30,6.2,300000.0,163.0,euro 4/5
Toyota,2ZZ-GE,1999-2011,1796.0,,,Benzin,Sıra (Inline),4.0,Alüminyum,Bilinmiyor,11.5,5w-30,4.4,200000.0,135.0,euro 3/4
Toyota,1ZR-FE,since 2006,1598.0,122.5,155.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.2,"5w-20, 5w-30",4.2,300000.0,120.0,euro 4/5
Toyota,1ZZ,1997-2009,1794.0,,,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.0,"5w-20, 5w-30",3.7,200000.0,,euro 3/4
Toyota,1AR-FE,since 2008,2672.0,185.0,250.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.0,5w-30,4.4,300000.0,139.0,euro 3/4/5
Nissan,ZD30,,2953.0,,,Dizel,,,,Bilinmiyor,,5w-30,,,,euro 3/4
Renault,K7J,1997-2016,1390.0,75.0,114.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.5,"5w-30, 5w-40",3.8,400000.0,125.0,euro 2/3/4
Renault,F4R,since 1998,1998.0,,,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),,"5w-30, 5w-40",5.9,350000.0,139.0,
Nissan,GA16DE (GA16S/DS),1990-2002,1597.0,,,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),,5w-30,3.2,320000.0,150.0,euro 2/3
Nissan,HR16DE,2005-,1598.0,,,Benzin,,,,Bilinmiyor,10.7,0w-30 / 0w-40 / 5w-30 / 5w-40 / 10w-30 / 10w-40 / 10w-60 / 15w-40,4.3,300000.0,110.0,euro 4/5
Nissan,KA24DE,1988-2004,2389.0,147.5,,Benzin,,,,Bilinmiyor,9.2,5w-30 / 5w-40 / 10w-30 / 10w-40,4.1,350000.0,,euro 2/3
Nissan,QG15DE,1999-20013,1497.0,,,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),,5w-30,2.7,220000.0,130.0,
Nissan,QG16DE,2000-2013,1597.0,110.0,155.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.5,5w-30,2.7,250000.0,135.0,euro 3/4
Nissan,RB20,1984-2002,1998.0,,,Benzin,,,,Bilinmiyor,,0w-30 / 5w-30 / 5w-40 / 10w-30 / 10w-40,4.2,400000.0,,euro 2/3
Nissan,RB25,,2498.0,,,Benzin,Sıra (Inline),6.0,Dökme Demir,Bilinmiyor,,5w-30,4.65,400000.0,,euro 2/3
Nissan,RB26DETT,1989-2002,2568.0,,,Benzin,,,,Bilinmiyor,8.5,5w-30 / 5w-40 / 10w-30 / 10w-40,4.6,320000.0,,euro 2/3
Renault,K4M,since 1998,1598.0,,,Benzin,Sıra (Inline),4.0,Dökme Demir,Bilinmiyor,,"5w-30, 5w-40",4.8,400000.0,133.0,euro 4/5
Nissan,VQ40DE,2005,3954.0,,,Benzin,,,,Bilinmiyor,9.7,5w-30 / 5w-40 / 10w-30 / 10w-40,5.1,500000.0,190.0,euro 3/4
Nissan,SR16VE,1997-2000,1596.0,,,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),,5w-30,4.2,320000.0,150.0,euro 3/4
Nissan,QR20DE,2000-2012,1998.0,147.0,,Benzin,,,,Bilinmiyor,9.9,0w-30 / 5w-20 / 5w-30 / 5w-40 / 10w-30 / 10w-40 / 10w-60 / 15w-40 / 20w-20,3.9,300000.0,120.0,euro 3/4
Nissan,SR18DE,1989-2001,1838.0,,,Benzin,,,,Bilinmiyor,,5w-30 / 5w-40 / 10w-30 / 10w-40,3.4,380000.0,152.0,euro 2/3
Nissan,SR20DE,1989-2002,1998.0,147.5,182.5,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),9.5,"5w-30, 5w-40",4.0,400000.0,160.0,euro 2/3
Nissan,MR20DE,2005-2020,1997.0,,,Benzin,,,,Bilinmiyor,10.2,0w-30 / 5w-30 / 5w-40 / 10w-30 / 10w-40 / 10w-60 / 15w-40,4.4,350000.0,118.0,euro 4
Nissan,QG18DE,1998-2006,1769.0,121.5,166.5,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.5,5w-30,2.7,250000.0,138.0,euro 3/4
Nissan,VR38DETT,,3799.0,600.0,680.0,Benzin,,,,Evet,9.0,0w-40 / 10w-40,,200000.0,225.0,euro 5/6
Nissan,VQ37VHR,2007,3696.0,,,Benzin,,,,Bilinmiyor,11.0,0w-30 / 0w-40 / 5w-30 / 5w-40 / 10w-30 / 10w-40 / 15w-40,5.4,250000.0,210.0,euro 4/5
Renault,K9K,since 2001,1461.0,,,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,,"5w-30, 5w-40",4.5,400000.0,145.0,
Nissan,VK45DE / VK45DD,2001-2010,4494.0,,,Benzin,,,,Bilinmiyor,,0w-30 / 5w-30 / 5w-40 / 10w-30 / 10w-40,6.4,400000.0,,euro 3/4
Nissan,VQ30DE,1994-2007,2987.0,,,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),10.0,5w-30,4.0,350000.0,190.0,
Nissan,VQ35DE,,3498.0,260.0,345.0,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),10.3,"5w-30, 5w-40",4.7,400000.0,180.0,euro 4/5
Nissan,QR25DE,2000-,2488.0,,,Benzin,,,,Bilinmiyor,,,5.1,300000.0,121.0,euro 3/4
Nissan,VH41DE,1991-2001,4130.0,,,Benzin,,,,Bilinmiyor,10.5,5w-30 / 5w-40 / 10w-30 / 10w-40,5.3,400000.0,240.0,euro 3/4
Nissan,VH45DE,1989-2002,4494.0,278.0,,Benzin,,,,Bilinmiyor,10.2,5w-30 / 5w-40 / 10w-30 / 10w-40,5.6,350000.0,237.0,euro 3/4
Nissan,VK56DE / VK56VD,2003-2015,5552.0,,,Benzin,,,,Bilinmiyor,,5w-30 / 5w-40 / 10w-30 / 10w-40,6.5,400000.0,,
Hyundai,D6CA,2014,12920.0,440.0,,,,,,Bilinmiyor,17.0,,,,1210.0,
Hyundai,D6BR,2000,7545.0,198.0,,Dizel,,,,Bilinmiyor,17.5,,,,1045.0,euro 4
Hyundai,D8AY,,16031.0,320.0,,Dizel,,,,Bilinmiyor,17.0,,,,1170.0,euro 2
Hyundai,D6CC,,12344.0,410.0,,Dizel,,,,Bilinmiyor,17.2,,,,1620.0,euro 4
Mitsubishi,4G64,since 1985,2351.0,,,,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),,5w-30,4.0,330000.0,180.0,
Ford,JXFA,2006-2014,2402.0,115.0,310.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,17.5,5w-30,9.0,350000.0,,euro 4
Hyundai,D6AB,,11149.0,300.0,,Dizel,,,,Bilinmiyor,17.0,,,,990.0,euro 2
Hyundai,D4AF,,3568.0,100.0,,,,,,Bilinmiyor,,,,,320.0,
Hyundai,D6DA,,6606.0,210.5,,Dizel,,,,Bilinmiyor,17.6,,,,,euro 3
Hyundai,D4AL,,3298.0,117.5,,,,,,Bilinmiyor,,,,,323.0,euro 2
Hyundai,D8AB,,17787.0,355.0,,Dizel,,,,Bilinmiyor,,,,,1220.0,euro 2
Hyundai,D6AV,,11149.0,235.0,,Dizel,,,,Bilinmiyor,17.0,,,,905.0,euro 2
Hyundai,D6CB,,12344.0,395.0,,,,,,Bilinmiyor,17.0,,30.0,,1153.0,euro 3
Mitsubishi,4A30,1993-2012,659.0,,,Benzin,Sıra (Inline),4.0,Dökme Demir,Bilinmiyor,,,3.45,200000.0,104.0,
Mitsubishi,4G93,1991-2014,1834.0,,,,Sıra (Inline),4.0,Dökme Demir,Bilinmiyor,,5w-30,3.55,350000.0,145.0,
Mitsubishi,4G92,1991-2006,1597.0,,,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),,5w-30,3.65,270000.0,140.0,euro 2/3
Mitsubishi,4G94,1999-2007,1999.0,,,,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),,5w-30,3.8,300000.0,150.0,
Mitsubishi,6G74,1992-2021,3497.0,,,,V,6.0,Dökme Demir,Hayır (Atmosferik),,"5w-30, 5w-40",5.7,400000.0,210.0,
Mitsubishi,6G75,2002-2021,3828.0,,,,V,6.0,Dökme Demir,Hayır (Atmosferik),,"5w-30, 5w-40",5.7,400000.0,205.0,
Mitsubishi,4M40,1992-2003,2835.0,,,Dizel,Sıra (Inline),4.0,Dökme Demir,Bilinmiyor,21.0,5w-40,6.5,400000.0,234.0,
Mitsubishi,4B11T,2007-2016,1998.0,343.0,450.0,Benzin,Sıra (Inline),4.0,Alüminyum,Bilinmiyor,9.0,"5w-30, 5w-40",5.6,300000.0,134.0,euro 4/5
Mitsubishi,4D56,1986-2016,2477.0,,,Dizel,Sıra (Inline),4.0,Dökme Demir,Bilinmiyor,,"5w-30, 5w-40",6.5,400000.0,193.0,
Mitsubishi,4G63,since 1981,1997.0,,,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,,5w-30,4.0,400000.0,160.0,
Mitsubishi,4B12,since 2006,2359.0,167.5,227.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.5,"5w-30, 5w-40",5.2,350000.0,136.0,euro 4/5
Mitsubishi,6G73,1990-2002,2497.0,,,,V,6.0,Dökme Demir,Hayır (Atmosferik),,"5w-30, 5w-40",5.0,400000.0,195.0,
Mitsubishi,6G72,1986-2008,2972.0,,,,V,6.0,Dökme Demir,Evet,,"5w-30, 5w-40",5.5,400000.0,195.0,
Mitsubishi,4G15,1985-2012,1468.0,,,,Sıra (Inline),4.0,Dökme Demir,Bilinmiyor,,"5w-30, 5w-40",3.6,300000.0,133.0,
Mitsubishi,4G18,1998-2012,1584.0,105.0,147.5,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.5,"5w-30, 5w-40",3.6,300000.0,135.0,euro 4/5
Mitsubishi,4G69,since 2003,2378.0,,,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),,5w-30,4.3,350000.0,175.0,euro 4
Mitsubishi,4G63T,1987-2007,1997.0,,,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,,5w-30,5.0,300000.0,170.0,
Mitsubishi,4B11,since 2006,1998.0,150.0,197.5,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.0,"5w-30, 5w-40",5.0,350000.0,124.0,euro 4/5
Mitsubishi,4G13,1985-2012,1298.0,,,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),,"5w-30, 5w-40",3.6,300000.0,135.0,
Hyundai,G4FA,since 2006,1396.0,104.0,136.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.5,"0w-30, 5w-30",3.7,300000.0,99.5,euro 4/5
Hyundai,G4FC,since 2006,1591.0,124.0,156.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.5,"0w-30, 5w-30",3.7,300000.0,99.8,euro 4/5
Hyundai,G4GC,2000-2011,1975.0,139.5,182.5,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.1,"5w-30, 5w-40",4.5,500000.0,144.0,euro 3/4
Hyundai,D6AC,,11149.0,340.0,,,,,,Bilinmiyor,16.5,,,,990.0,
Honda,N22B,2008-2015,2199.0,,,Dizel,Sıra (Inline),4.0,Alüminyum,Bilinmiyor,16.3,0w-30,5.5,240000.0,170.0,euro 5
Honda,N22A,2002-2010,2204.0,140.0,340.0,Dizel,Sıra (Inline),4.0,Alüminyum,Evet,16.7,0w-30,5.5,250000.0,175.0,euro 4
Honda,N16A,since 2013,1597.0,,,Dizel,Sıra (Inline),4.0,Alüminyum,Bilinmiyor,16.0,0w-30,5.1,250000.0,125.0,euro 5/6
Honda,R20A,since 2006,1997.0,152.5,190.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.5,5w-30,4.3,300000.0,110.0,euro 4/5
Ford,Q4BA,2008-2010,2179.0,175.0,400.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,16.6,5w-30,5.9,375000.0,,euro 4
DAF,MX 340,,12900.0,462.0,,,,,,Bilinmiyor,17.7,,,,,euro 5
Honda,F20B,1993-2002,1997.0,,,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),,5w-30,4.2,330000.0,150.0,euro 2/3
Honda,F20A,1989-2002,1997.0,,,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),,5w-30,3.8,300000.0,145.0,euro 2/3
Audi,CABB,2007-2008,1798.0,160.0,250.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.6,5w-30,4.6,240000.0,154.0,euro 4
Volkswagen,CBFA,2008-2013,1984.0,200.0,280.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.6,5w-30,4.6,280000.0,152.0,sulev
Honda,D17A,2000-2007,1668.0,125.0,150.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),9.5,5w-30,3.5,300000.0,125.0,euro 3/4
Honda,B20B,1995-2002,1972.0,,,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),,5w-30,3.8,350000.0,150.0,euro 3
Volkswagen,CCTB,2008-2011,1984.0,170.0,280.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.6,5w-30,4.6,270000.0,152.0,ulev 2
Alfa Romeo,937A1000,2002-2010,1970.0,165.0,206.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),11.3,10w-40,4.4,180000.0,150.0,euro 4
Ford,QJBB/QJBA,2004-2007,2198.0,155.0,360.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,17.5,5w-30,6.2,275000.0,,euro 3/4
Ford,FMBA,2002-2007,1998.0,130.0,330.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,18.2,5w-30,6.1,250000.0,,euro 3
Opel,Z12XEP,2004-2009,1229.0,80.0,110.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.5,5w-30,3.5,250000.0,100.0,euro 4
Ford,KNWA,2010-2015,2179.0,200.0,420.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,15.8,5w-30,6.0,350000.0,,euro 5
Opel,Z14XEP,2003-2010,1364.0,90.0,125.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.5,5w-30,3.5,275000.0,105.0,euro 4
Honda,L13B,since 2011,1318.0,101.0,122.5,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),13.5,5w-30,3.6,250000.0,100.0,euro 5/6
Honda,L15B,since 2013,1497.0,,,,Sıra (Inline),4.0,Alüminyum,Bilinmiyor,,5w-30,3.7,275000.0,100.0,euro 5/6
Honda,L15A,since 2001,1497.0,,,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),,5w-30,3.6,275000.0,100.0,euro 4/5/6
Honda,L13A,since 2001,1339.0,,,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),,5w-30,3.6,275000.0,100.0,euro 4/5
Honda,R18A,2005-2014,1799.0,140.0,175.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.5,5w-30,3.7,280000.0,105.0,euro 4/5
Honda,F18B,1993-2002,1849.0,137.5,170.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),9.3,5w-30,3.8,320000.0,135.0,euro 2/3
Ford,RFA/RFB,1990-1993,1753.0,75.0,152.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,21.5,5w-40,5.0,220000.0,,euro 1
Ford,1.5 TDCi,since 2012,1499.0,97.5,227.5,Dizel,Sıra (Inline),4.0,Alüminyum,Bilinmiyor,16.0,,,300000.0,,euro 6
Ford,RVA,1995-1998,1753.0,70.0,135.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,21.5,5w-40,5.1,210000.0,,euro 1
Ford,RTK/RTJ,1995-2000,1753.0,60.0,105.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),21.5,5w-40,5.0,240000.0,,euro 1
Honda,D13B,1988-2002,1343.0,,,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),,5w-30,3.3,250000.0,105.0,
Opel,Z22SE,2000-2005,2198.0,147.0,203.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.0,5w-30,5.0,270000.0,135.0,euro 4
Honda,J35A,1998-2012,3471.0,,,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),,5w-30,4.7,375000.0,205.0,euro 3/4
Honda,K24A,2001-2016,2354.0,,,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),,5w-30,4.2,350000.0,155.0,euro 3/4
Ford,FXFA,2000-2006,2402.0,115.0,185.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,19.0,5w-30,6.7,300000.0,,euro 3
Honda,C35A,1995-2004,3473.0,216.5,305.0,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),9.6,5w-30,4.6,350000.0,221.0,euro 3
Honda,J32A,1998-2008,3206.0,,,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),,5w-30,4.4,375000.0,195.0,euro 3/4
Honda,J30A,1997-2007,2997.0,,,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),,5w-30,4.4,375000.0,190.0,euro 3/4
